,Kingdom,Phylum,Class,Order,Family,Genus,Species
Seq4243,Bacteria,Planctomycetota,Pla3 lineage,marine metagenome,NA,NA,NA
Seq4244,Bacteria,NA,NA,NA,NA,NA,NA
Seq4245,Bacteria,NA,NA,NA,NA,NA,NA
Seq4246,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,NA,NA
Seq4247,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,uncultured marine bacterium,NA
Seq4248,Bacteria,NA,NA,NA,NA,NA,NA
Seq4249,Bacteria,NA,NA,NA,NA,NA,NA
Seq4250,Bacteria,NA,NA,NA,NA,NA,NA
Seq4251,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Dorea,NA
Seq4252,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
Seq4253,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Ezakiella,Finegoldia magna,NA
Seq4254,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
Seq4255,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,CL500-3,uncultured planctomycete
Seq4256,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,NA,NA
Seq4257,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Fokiniaceae,MD3-55,bacterium Sq1_host
Seq4258,Bacteria,Planctomycetota,Phycisphaerae,MSBL9,ST-NAGAB-D1,Phycisphaerae bacterium ST-NAGAB-D1,NA
Seq4259,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA
Seq4260,Bacteria,NA,NA,NA,NA,NA,NA
Seq4261,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
Seq4262,Bacteria,Desulfobacterota,Desulfuromonadia,PB19,uncultured deep-sea bacterium,NA,NA
Seq4263,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,NA,NA,NA
Seq4264,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
Seq4265,Bacteria,NA,NA,NA,NA,NA,NA
Seq4266,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade I,Clade Ia,NA
Seq4267,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,NA,NA
Seq4268,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Kangiellaceae,Aliikangiella,uncultured Methylobacter sp.
Seq4269,Bacteria,NA,NA,NA,NA,NA,NA
Seq4270,Bacteria,PAUC34f,NA,NA,NA,NA,NA
Seq4271,Bacteria,NA,NA,NA,NA,NA,NA
Seq4272,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
Seq4273,Bacteria,NA,NA,NA,NA,NA,NA
Seq4274,Bacteria,Campilobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,NA,NA
Seq4275,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
Seq4276,Bacteria,NA,NA,NA,NA,NA,NA
Seq4277,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,uncultured,uncultured Cytophaga sp.
Seq4278,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,NA,NA
Seq4279,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia,Pseudomonas sp.
Seq4280,Bacteria,NA,NA,NA,NA,NA,NA
Seq4281,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,uncultured bacterium,NA,NA
Seq4282,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Arctic97B-4 marine group,NA,NA,NA
Seq4283,Bacteria,Chloroflexi,KD4-96,NA,NA,NA,NA
Seq4284,Bacteria,NA,NA,NA,NA,NA,NA
Seq4285,Bacteria,NA,NA,NA,NA,NA,NA
Seq4286,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
Seq4287,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,NA,NA,NA
Seq4288,Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,uncultured,uncultured deep-sea bacterium
Seq4289,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
Seq4290,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
Seq4291,Archaea,NA,NA,NA,NA,NA,NA
Seq4292,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Peptoclostridium,[Clostridium] hiranonis
Seq4293,Bacteria,Acidobacteriota,Subgroup 22,uncultured deep-sea bacterium,NA,NA,NA
Seq4294,Bacteria,NA,NA,NA,NA,NA,NA
Seq4295,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA,NA,NA
Seq4296,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,Nitrospina,NA
Seq4297,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Arctic97B-4 marine group,marine metagenome,NA,NA
Seq4298,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,NA,NA,NA
Seq4299,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,SAR92 clade,NA
Seq4300,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,NA
Seq4301,Bacteria,NA,NA,NA,NA,NA,NA
Seq4302,Bacteria,NA,NA,NA,NA,NA,NA
Seq4303,Bacteria,Proteobacteria,NA,NA,NA,NA,NA
Seq4304,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Pseudohongiellaceae,Pseudohongiella,marine gamma proteobacterium HTCC2188
Seq4305,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Solimonadaceae,Oceanococcus,NA
Seq4306,Bacteria,NA,NA,NA,NA,NA,NA
Seq4307,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Ekhidna,NA
Seq4308,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup 10,Holophaga sp. WY42
Seq4309,Bacteria,NA,NA,NA,NA,NA,NA
Seq4310,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA,NA
Seq4311,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
Seq4312,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,NA,NA
Seq4313,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86 clade,NA,NA,NA
Seq4314,Archaea,NA,NA,NA,NA,NA,NA
Seq4315,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA
Seq4316,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
Seq4317,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptoniphilus,Peptoniphilus urinimassiliensis,NA
Seq4318,Bacteria,NA,NA,NA,NA,NA,NA
Seq4319,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
Seq4320,Bacteria,Bacteroidota,Bacteroidia,NA,NA,NA,NA
Seq4321,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,UCG-005,unidentified
Seq4322,Bacteria,NA,NA,NA,NA,NA,NA
Seq4323,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
Seq4324,Bacteria,Firmicutes,Clostridia,Hungateiclostridiaceae,Fastidiosipila,uncultured organism,NA
Seq4325,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
Seq4326,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,uncultured,uncultured sediment bacterium,NA
Seq4327,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Microvirga,NA
Seq4328,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,NA,NA
Seq4329,Bacteria,NA,NA,NA,NA,NA,NA
Seq4330,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,NA,NA
Seq4331,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA,NA,NA
Seq4332,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
Seq4333,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
Seq4334,Bacteria,NA,NA,NA,NA,NA,NA
Seq4335,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
Seq4336,Bacteria,NA,NA,NA,NA,NA,NA
Seq4337,Bacteria,NA,NA,NA,NA,NA,NA
Seq4338,Bacteria,Bacteroidota,NA,NA,NA,NA,NA
Seq4339,Bacteria,NA,NA,NA,NA,NA,NA
Seq4340,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA,NA,NA
Seq4341,Bacteria,NA,NA,NA,NA,NA,NA
Seq4342,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,A714019,uncultured Verrucomicrobia bacterium
Seq4343,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
Seq4344,Bacteria,Proteobacteria,NA,NA,NA,NA,NA
Seq4345,Bacteria,Proteobacteria,NA,NA,NA,NA,NA
Seq4346,Bacteria,NA,NA,NA,NA,NA,NA
Seq4347,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,NA,NA
Seq4348,Bacteria,NA,NA,NA,NA,NA,NA
Seq4349,Bacteria,NA,NA,NA,NA,NA,NA
Seq4350,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
Seq4351,Bacteria,NA,NA,NA,NA,NA,NA
Seq4352,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,NA,NA
Seq4353,Bacteria,Deinococcota,Deinococci,Deinococcales,Trueperaceae,Truepera,NA
Seq4354,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
Seq4355,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5 marine group,hydrothermal vent metagenome
Seq4356,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,Sinobacterium,NA
Seq4357,Bacteria,NA,NA,NA,NA,NA,NA
Seq4358,Bacteria,Proteobacteria,Alphaproteobacteria,Parvibaculales,OCS116 clade,uncultured organism,NA
Seq4359,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
Seq4360,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,NA,NA,NA
Seq4361,Bacteria,NA,NA,NA,NA,NA,NA
Seq4362,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Methylophilaceae,OM43 clade,NA
Seq4363,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aquimarina,NA
Seq4364,Bacteria,NA,NA,NA,NA,NA,NA
Seq4365,Bacteria,NA,NA,NA,NA,NA,NA
Seq4366,Bacteria,NA,NA,NA,NA,NA,NA
Seq4367,Bacteria,Proteobacteria,NA,NA,NA,NA,NA
Seq4368,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,uncultured,uncultured Candidatus Pelagibacter sp.,NA
Seq4369,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,NA
Seq4370,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
Seq4371,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
Seq4372,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Peptostreptococcus,NA
Seq4373,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,NA
Seq4374,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
Seq4375,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Lutibacter,NA
Seq4376,Bacteria,NA,NA,NA,NA,NA,NA
Seq4377,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
Seq4378,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,SAR92 clade,NA
Seq4379,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
Seq4380,Bacteria,NA,NA,NA,NA,NA,NA
Seq4381,Bacteria,NA,NA,NA,NA,NA,NA
Seq4382,Bacteria,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,NA,NA
Seq4383,Bacteria,NA,NA,NA,NA,NA,NA
Seq4384,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
Seq4385,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
Seq4386,Bacteria,Bacteroidota,Bacteroidia,NA,NA,NA,NA
Seq4387,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
Seq4388,Bacteria,Bacteroidota,Bacteroidia,NA,NA,NA,NA
Seq4389,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
Seq4390,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
Seq4391,Bacteria,NA,NA,NA,NA,NA,NA
Seq4392,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Cerasicoccus,NA
Seq4393,Bacteria,NA,NA,NA,NA,NA,NA
Seq4394,Bacteria,NA,NA,NA,NA,NA,NA
Seq4395,Bacteria,Planctomycetota,Phycisphaerae,C86,uncultured planctomycete,NA,NA
Seq4396,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,NA
Seq4397,Bacteria,NA,NA,NA,NA,NA,NA
Seq4398,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
Seq4399,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,Ilumatobacter,NA
Seq4400,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,uncultured,uncultured deep-sea bacterium
Seq4401,Bacteria,NA,NA,NA,NA,NA,NA
Seq4402,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
Seq4403,Bacteria,NA,NA,NA,NA,NA,NA
Seq4404,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
Seq4405,Bacteria,NA,NA,NA,NA,NA,NA
Seq4406,Bacteria,NA,NA,NA,NA,NA,NA
Seq4407,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
Seq4408,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,NA
Seq4409,Bacteria,Campilobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,NA,NA
Seq4410,Bacteria,Bacteroidota,Bacteroidia,NA,NA,NA,NA
Seq4411,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
Seq4412,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
Seq4413,Bacteria,NA,NA,NA,NA,NA,NA
Seq4414,Bacteria,Bacteroidota,Bacteroidia,NA,NA,NA,NA
Seq4415,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,NA
Seq4416,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,NA,NA
Seq4417,Bacteria,NA,NA,NA,NA,NA,NA
Seq4418,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Persicirhabdus,Verrucomicrobium sp. KLE1210
Seq4419,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
Seq4420,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Ruminococcus,Ruminococcus sp. N15.MGS-57
Seq4421,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,uncultured,hydrothermal vent metagenome
Seq4422,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
Seq4423,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Aureococcus anophagefferens,NA,NA
Seq4424,Bacteria,Bacteroidota,Bacteroidia,NA,NA,NA,NA
Seq4425,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
Seq4426,Bacteria,NA,NA,NA,NA,NA,NA
Seq4427,Bacteria,Marinimicrobia (SAR406 clade),uncultured bacterium AD261-B2,NA,NA,NA,NA
Seq4428,Bacteria,Desulfobacterota,Desulfuromonadia,Geopsychrobacteraceae,NA,NA,NA
Seq4429,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,NA,NA
Seq4430,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Halobacteriovorax,NA
Seq4431,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,NA,NA,NA
Seq4432,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
Seq4433,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
Seq4434,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
Seq4435,Bacteria,NA,NA,NA,NA,NA,NA
Seq4436,Bacteria,Proteobacteria,NA,NA,NA,NA,NA
Seq4437,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,Porticoccus,NA
Seq4438,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola,marine metagenome
Seq4439,Bacteria,NA,NA,NA,NA,NA,NA
Seq4440,Bacteria,NA,NA,NA,NA,NA,NA
Seq4441,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Oscillibacter,Oscillibacter sp. PC13
Seq4442,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
Seq4443,Bacteria,Proteobacteria,NA,NA,NA,NA,NA
Seq4444,Bacteria,NA,NA,NA,NA,NA,NA
Seq4445,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Phaeocystis antarctica,NA,NA
Seq4446,Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,uncultured,uncultured Rickettsiales bacterium
Seq4447,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,uncultured,uncultured marine bacterium
Seq4448,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
Seq4449,Bacteria,Firmicutes,Clostridia,Clostridia UCG-014,NA,NA,NA
Seq4450,Bacteria,NA,NA,NA,NA,NA,NA
Seq4451,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
Seq4452,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
Seq4453,Bacteria,Bacteroidota,Bacteroidia,NA,NA,NA,NA
Seq4454,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC AAA011-D5,NA,NA
Seq4455,Bacteria,NA,NA,NA,NA,NA,NA
Seq4456,Bacteria,Nitrospinota,P9X2b3D02,Candidatus Tectomicrobia bacterium RIFCSPLOWO2_02_FULL_70_19,NA,NA,NA
Seq4457,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,NA
Seq4458,Bacteria,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,SUP05 cluster,NA
Seq4459,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Pibocella,NA
Seq4460,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Prasinoderma coloniale,NA,NA
Seq4461,Bacteria,Proteobacteria,NA,NA,NA,NA,NA
Seq4462,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
Seq4463,Bacteria,Marinimicrobia (SAR406 clade),uncultured bacterium AD261-B2,NA,NA,NA,NA
Seq4464,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
Seq4465,Bacteria,Patescibacteria,Parcubacteria,Candidatus Kaiserbacteria,uncultured prokaryote,NA,NA
Seq4466,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
Seq4467,Bacteria,NA,NA,NA,NA,NA,NA
Seq4468,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,NA,NA
Seq4469,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,uncultured,uncultured sediment bacterium,NA
Seq4470,Bacteria,NA,NA,NA,NA,NA,NA
Seq4471,Bacteria,NA,NA,NA,NA,NA,NA
Seq4472,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
Seq4473,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,NA,NA,NA
Seq4474,Bacteria,NA,NA,NA,NA,NA,NA
Seq4475,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae1,Alcanivorax,NA
Seq4476,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NA,NA,NA
Seq4477,Bacteria,NA,NA,NA,NA,NA,NA
Seq4478,Bacteria,NA,NA,NA,NA,NA,NA
Seq4479,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,NA,NA
Seq4480,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
Seq4481,Bacteria,Gemmatimonadota,BD2-11 terrestrial group,uncultured bacterium AD66-C11,NA,NA,NA
Seq4482,Bacteria,NA,NA,NA,NA,NA,NA
Seq4483,Bacteria,NA,NA,NA,NA,NA,NA
Seq4484,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,S5-A14a,Clostridiales bacterium S5-A14a
Seq4485,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
Seq4486,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
Seq4487,Bacteria,Myxococcota,Polyangia,Nannocystales,Nannocystaceae,NA,NA
Seq4488,Bacteria,NA,NA,NA,NA,NA,NA
Seq4489,Bacteria,NA,NA,NA,NA,NA,NA
Seq4490,Bacteria,NA,NA,NA,NA,NA,NA
Seq4491,Bacteria,NA,NA,NA,NA,NA,NA
Seq4492,Bacteria,NA,NA,NA,NA,NA,NA
Seq4493,Bacteria,NA,NA,NA,NA,NA,NA
Seq4494,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,Magnetospira,NA
Seq4495,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,uncultured,NA
Seq4496,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
Seq4497,Unassigned,NA,NA,NA,NA,NA,NA
Seq4498,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
Seq4499,Bacteria,NA,NA,NA,NA,NA,NA
Seq4500,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
Seq4501,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
Seq4502,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,P3OB-42,uncultured marine microorganism
Seq4503,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
Seq4504,Bacteria,NA,NA,NA,NA,NA,NA
Seq4505,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
Seq4506,Bacteria,NA,NA,NA,NA,NA,NA
Seq4507,Unassigned,NA,NA,NA,NA,NA,NA
Seq4508,Bacteria,NA,NA,NA,NA,NA,NA
Seq4509,Bacteria,NA,NA,NA,NA,NA,NA
Seq4510,Bacteria,NA,NA,NA,NA,NA,NA
Seq4511,Bacteria,Bacteroidota,Bacteroidia,NA,NA,NA,NA
Seq4512,Bacteria,NA,NA,NA,NA,NA,NA
Seq4513,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,AKAU3564 sediment group,uncultured Planctomycetales bacterium,NA
Seq4514,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
Seq4515,Bacteria,Bacteroidota,Bacteroidia,NA,NA,NA,NA
Seq4516,Bacteria,NA,NA,NA,NA,NA,NA
Seq4517,Bacteria,NA,NA,NA,NA,NA,NA
Seq4518,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,SAR92 clade,NA
Seq4519,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
Seq4520,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,NA,NA,NA
Seq4521,Bacteria,Proteobacteria,Alphaproteobacteria,Parvibaculales,PS1 clade,uncultured Pseudovibrio sp.,NA
Seq4522,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
Seq4523,Bacteria,NA,NA,NA,NA,NA,NA
Seq4524,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,C1-B045,uncultured proteobacterium
Seq4525,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
Seq4526,Bacteria,Acidobacteriota,Vicinamibacteria,Subgroup 9,NA,NA,NA
Seq4527,Bacteria,Myxococcota,Polyangia,NA,NA,NA,NA
Seq4528,Bacteria,NA,NA,NA,NA,NA,NA
Seq4529,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Larkinella,NA
Seq4530,Bacteria,NA,NA,NA,NA,NA,NA
Seq4531,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,uncultured,NA
Seq4532,Bacteria,NA,NA,NA,NA,NA,NA
Seq4533,Bacteria,NA,NA,NA,NA,NA,NA
Seq4534,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,uncultured,uncultured nuHF2 cluster bacterium HF0130_29D04
Seq4535,Bacteria,NA,NA,NA,NA,NA,NA
Seq4536,Bacteria,NA,NA,NA,NA,NA,NA
Seq4537,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
Seq4538,Bacteria,NA,NA,NA,NA,NA,NA
Seq4539,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
Seq4540,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,NA,NA
Seq4541,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Pelagicoccus,uncultured gamma proteobacterium
Seq4542,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
Seq4543,Bacteria,NA,NA,NA,NA,NA,NA
Seq4544,Bacteria,NA,NA,NA,NA,NA,NA
Seq4545,Bacteria,NA,NA,NA,NA,NA,NA
Seq4546,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Fokiniaceae,MD3-55,uncultured Rickettsiales bacterium
Seq4547,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02,NA
Seq4548,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
Seq4549,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,BD2-7,uncultured proteobacterium,NA
